,n_clusters,max_iter,eps,distance,random_state,label,Mu,accuracy
0,5,20,1e-06,euclidean,,['Normal' 'U2R' 'Probe' 'R2L' 'DoS'],"[[1.37211822e-04 5.29773605e-01 3.74176851e-01 8.73407478e-01
  8.60111466e-07 3.02006365e-06 0.00000000e+00 0.00000000e+00
  1.85023864e-06 6.29951837e-04 2.04179275e-05 8.76674194e-01
  3.15767192e-06 3.96168744e-04 7.54244339e-05 5.91494576e-06
  1.17007978e-04 1.34849745e-04 5.73090255e-04 1.52372594e-06
  3.71179638e-03 1.94200511e-02 2.59357089e-02 1.56773114e-03
  1.90665350e-03 3.30300357e-02 3.32114048e-02 9.95535285e-01
  6.92853421e-03 1.39722941e-01 5.28982940e-01 8.73399683e-01
  9.22416492e-01 1.13133146e-02 8.21265729e-02 2.40095934e-02
  1.94287247e-03 9.37289535e-04 3.44659798e-02 3.26716401e-02]
 [2.36017533e-03 5.00000000e-01 7.91304348e-01 9.00000000e-01
  6.01609946e-07 3.76883149e-06 0.00000000e+00 0.00000000e+00
  4.76190476e-03 1.64502165e-02 1.33333333e-02 8.66666667e-01
  2.67415430e-04 6.00000000e-01 0.00000000e+00 2.76736297e-04
  2.79069767e-02 2.00000000e-01 7.40740741e-03 0.00000000e+00
  0.00000000e+00 1.95694716e-03 1.95694716e-03 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
  0.00000000e+00 0.00000000e+00 4.20653595e-01 2.01307190e-02
  5.38000000e-01 1.13333333e-02 4.67333333e-01 1.04666667e-01
  0.00000000e+00 0.00000000e+00 0.00000000e+00 6.66666667e-03]
 [1.09028468e-05 3.69059166e-01 5.16769986e-01 4.86659392e-01
  2.03100633e-05 2.66525028e-09 0.00000000e+00 0.00000000e+00
  0.00000000e+00 9.44739063e-06 3.23310702e-05 2.99062399e-03
  3.24218513e-08 0.00000000e+00 0.00000000e+00 3.24696071e-08
  1.87971338e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
  4.04138377e-05 4.32030885e-01 1.91886641e-02 1.02317329e-01
  1.06515115e-01 5.28538231e-01 5.26116634e-01 5.16911575e-01
  4.60872535e-01 3.04342871e-01 6.43360086e-01 2.61470398e-01
  3.28760103e-01 6.16648480e-01 4.82113240e-01 1.72764711e-01
  9.99531199e-02 1.06292030e-01 5.13551164e-01 5.25190753e-01]
 [1.69653573e-02 5.00000000e-01 3.43314192e-01 8.44182390e-01
  3.48578258e-04 9.72041697e-05 0.00000000e+00 0.00000000e+00
  3.36927224e-04 7.63701707e-02 1.76100629e-02 8.63207547e-01
  8.19905799e-06 6.28930818e-03 7.86163522e-04 1.20008893e-05
  1.13353810e-03 2.35849057e-03 1.22292103e-03 0.00000000e+00
  2.37421384e-01 2.54464670e-03 6.08315179e-03 2.01886792e-02
  1.88522013e-02 8.01886792e-02 8.14150943e-02 9.96336478e-01
  7.34276730e-03 2.14622642e-02 3.11320755e-01 1.62122333e-01
  7.73113208e-01 2.63207547e-02 6.35125786e-01 7.14150943e-02
  3.69496855e-02 2.57547170e-02 7.53459119e-02 7.41037736e-02]
 [6.78247192e-09 2.88304986e-01 4.93673191e-01 6.70795269e-01
  4.31912961e-07 1.84036756e-08 2.36811679e-05 4.40191121e-04
  0.00000000e+00 7.46617112e-05 0.00000000e+00 2.92949977e-03
  3.78286276e-07 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 6.29516394e-01 4.34043618e-01 5.72836558e-01
  5.72776575e-01 1.25719141e-04 3.04456239e-04 4.63609525e-01
  3.71858136e-02 4.37892655e-04 9.98806469e-01 4.49323787e-01
  4.49922354e-01 3.94979592e-02 4.23257010e-01 5.61243679e-05
  5.72895789e-01 5.72784864e-01 1.55557413e-04 1.48857035e-04]]",0.7992057458386683
