n_clusters,max_iter,eps,distance,random_state,label,Mu,accuracy
5,100,1e-06,euclidean,42,"['DoS', 'Probe', 'DoS', 'R2L', 'Normal']","[[0.0027336264367294138, 761.5968774808745, 217630.4544760035, 899973.9490636822, 0.7931806602683225, 0.007417468827419337, 0.0, 189.95474398404934, 0.0, 30.09186469536972, 0.0, 1180.7137731974044, 0.1524655577613793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 997291.1065077656, 997285.5580046339, 3.5146306325324543, 3.273210317518244, 49.31711737406562, 117.74574061576777, 999998.3325154986, 3.4079565398517566, 151.57265684741, 999732.5573712314, 999272.9142281067, 999505.0658965171, 53.42126272930719, 998334.1773686982, 16.467111254341354, 19.173264552872734, 1.9369769460442439, 62.68506551473618, 59.9957554939965], [11274.522275361976, 407550.7348889558, 522691.81933241576, 434058.9083547945, 19.379798263949606, 44.51495620514102, 0.0, 0.0, 0.0, 8.5518005397328, 19.930516747495986, 2796.134261339878, 0.046243225663318635, 1.953972230146665, 2.930958345219998, 0.04081677395592923, 18.99442772561177, 0.0, 1.0855401278592582, 0.0, 23.447666761759983, 377809.10370481806, 15319.000803085797, 79129.68122897037, 81960.22494128313, 619634.6658121295, 616944.2609881628, 559450.2499130482, 409746.19854702626, 251976.46245051565, 648556.294208917, 257847.43216461642, 340400.9355619038, 566265.2947176314, 486223.55787079554, 143906.67437834374, 77908.50720429562, 81751.56024682577, 604943.9209969948, 610510.7097217934], [2.9511225764100497, 500110.59446347103, 698655.5031677383, 500122.0185069504, 0.0006878102334271891, 0.004991406267260641, 41.32100832982915, 217.1378476940042, 0.0, 0.47350276924937906, 0.0, 109.37913969660657, 0.04419950082078262, 2.4306475488134796, 2.4306475488134796, 0.03808057889812227, 7.065835897713603, 0.0, 0.8102158496044931, 0.0, 2.4306475488134796, 361641.2413401964, 20549.084422885666, 999707.6660193042, 999587.4948044908, 5.857860592640486, 21.486924331511158, 64016.936752120135, 64884.65362057106, 171.62802342171977, 998879.6335231671, 41492.49766334402, 41645.28101931635, 68768.73117767305, 165.74585635359117, 88.2325060219293, 999639.1946778541, 999564.7682499095, 0.7535007401321786, 18.886131454280736], [5448.715454368947, 509212.03605203005, 474151.00229064206, 885872.4565396301, 86.28996190293712, 26.00797658305527, 0.0, 0.0, 1161.9001937256382, 49979.607974974395, 7436.104374547832, 887561.810801478, 76.40604325010354, 213077.96644577815, 279.1375297174491, 85.51857739631754, 10200.837618534331, 45924.84085180235, 2152.714821180788, 1.9902854168802078, 126344.31340626403, 3179.138203768664, 4161.1824193842185, 5243.516396468835, 4912.9200372979485, 20366.879262320614, 20504.537353179134, 979862.1030748915, 38981.939154984524, 21814.224768902983, 300800.0888846567, 104927.2266780296, 685887.06523459, 53119.29472245967, 581975.1592477119, 91523.83217515307, 10276.96811861305, 10499.830328168211, 32576.782723526467, 24193.461713377008], [23.168956308851662, 543150.4928711633, 384312.4675038015, 899399.9985620098, 0.2859872445204583, 2.8090955954326207, 0.0, 0.0, 0.0, 39.249041643296884, 0.0, 911552.8137874507, 0.029481460168949408, 309.16790693327005, 5.392463493022152, 0.0462128633574474, 33.13508575298943, 4.194138272350563, 565.8757986504445, 0.0, 0.0, 20966.367072767112, 28361.83234470558, 1427.8164836824055, 1793.7370730666821, 589.9714558932436, 1519.6561285946761, 997922.7871127313, 3757.2169136414946, 140752.967652409, 579070.3430532987, 949852.2230039103, 966286.6298061829, 5562.829389645032, 40303.979158727765, 17417.093869607837, 1173.9992186919562, 614.2255583596366, 2826.489697998078, 4389.045869492797]]",0.8383778067666579
